frequency_Hz,S11_real,S11_imag,S12_real,S12_imag,S21_real,S21_imag,S22_real,S22_imag
2488857.3182823905,-1.5895464886818625e-07,-0.0003909488243233934,0.9999998410453512,-0.0003909488243233934,0.9999998410453512,-0.0003909488243233934,-1.5895464886818625e-07,-0.0003909488243233934
2511886.4315095823,-1.619098374032273e-07,-0.0003945662298378859,0.9999998380901627,-0.000394566229837886,0.9999998380901627,-0.000394566229837886,-1.6190983734771615e-07,-0.000394566229837886
2535128.6304979073,-1.649199669987431e-07,-0.0003982171068097799,0.9999998350800331,-0.0003982171068097799,0.9999998350800331,-0.0003982171068097799,-1.649199669987431e-07,-0.0003982171068097799
2558585.886905648,-1.6798605915878004e-07,-0.00040190176494711506,0.9999998320139409,-0.00040190176494711506,0.9999998320139409,-0.00040190176494711506,-1.6798605915878004e-07,-0.00040190176494711506
2582260.1906345957,-1.7110915425752272e-07,-0.0004056205168236345,0.9999998288908458,-0.0004056205168236345,0.9999998288908458,-0.0004056205168236345,-1.7110915431303387e-07,-0.0004056205168236345
2606153.5499988976,-1.7429031210081466e-07,-0.0004093736779053064,0.999999825709688,-0.0004093736779053065,0.999999825709688,-0.0004093736779053065,-1.7429031210081466e-07,-0.0004093736779053064
2630267.9918953814,-1.775306121054027e-07,-0.00041316156657707985,0.999999822469388,-0.0004131615665770799,0.999999822469388,-0.0004131615665770799,-1.775306121054027e-07,-0.00041316156657707985
2654605.5619755415,-1.8083115381768827e-07,-0.0004169845041699013,0.9999998191688463,-0.0004169845041699013,0.9999998191688463,-0.0004169845041699013,-1.8083115376217715e-07,-0.0004169845041699013
2679168.3248190316,-1.8419305721696932e-07,-0.0004208428149879664,0.999999815806943,-0.00042084281498796643,0.999999815806943,-0.00042084281498796643,-1.8419305716145817e-07,-0.0004208428149879664
2703958.364108846,-1.8761746313638699e-07,-0.0004247368263362382,0.999999812382537,-0.00042473682633623825,0.999999812382537,-0.00042473682633623825,-1.8761746308087583e-07,-0.00042473682633623825
2728977.7828080403,-1.9110553352412188e-07,-0.0004286668685482077,0.9999998088944665,-0.0004286668685482077,0.9999998088944665,-0.0004286668685482077,-1.91105533579633e-07,-0.00042866686854820766
2754228.703338169,-1.9465845210009907e-07,-0.00043263327501392296,0.9999998053415481,-0.00043263327501392307,0.9999998053415481,-0.00043263327501392307,-1.9465845204458794e-07,-0.000432633275013923
2779713.267759288,-1.9827742435359623e-07,-0.00043663638220826413,0.9999998017225757,-0.00043663638220826413,0.9999998017225757,-0.00043663638220826413,-1.9827742435359623e-07,-0.00043663638220826413
2805433.6379517163,-2.0196367843622373e-07,-0.00044067652971949535,0.9999997980363217,-0.0004406765297194954,0.9999997980363217,-0.0004406765297194954,-2.0196367838071258e-07,-0.00044067652971949535
2831391.995799379,-2.0571846511851453e-07,-0.00044475406027806537,0.9999997942815347,-0.00044475406027806537,0.9999997942815347,-0.00044475406027806537,-2.0571846506300338e-07,-0.0004447540602780654
2857590.5433749496,-2.0954305858664484e-07,-0.00044886931978569013,0.9999997904569414,-0.0004488693197856902,0.9999997904569414,-0.0004488693197856902,-2.0954305858664484e-07,-0.00044886931978569013
2884031.503126606,-2.1343875658059434e-07,-0.00045302265734468815,0.9999997865612433,-0.0004530226573446881,0.9999997865612433,-0.0004530226573446881,-2.1343875658059434e-07,-0.00045302265734468815
2910717.118066608,-2.174068810951619e-07,-0.00045721442528760456,0.9999997825931188,-0.00045721442528760456,0.9999997825931188,-0.00045721442528760456,-2.174068810951619e-07,-0.00045721442528760456
2937649.6519615306,-2.2144877858923884e-07,-0.0004614449792070923,0.9999997785512214,-0.0004614449792070923,0.9999997785512214,-0.0004614449792070923,-2.2144877858923884e-07,-0.0004614449792070923
2964831.3895243453,-2.255658206472044e-07,-0.00046571467798608556,0.9999997744341793,-0.00046571467798608556,0.9999997744341793,-0.00046571467798608556,-2.2556582070271553e-07,-0.0004657146779860855
2992264.636608189,-2.297594043154089e-07,-0.00047002388382823756,0.9999997702405955,-0.00047002388382823756,0.9999997702405955,-0.00047002388382823756,-2.2975940437092e-07,-0.00047002388382823756
3019951.720402019,-2.340309526135242e-07,-0.00047437296228865526,0.9999997659690473,-0.00047437296228865526,0.9999997659690473,-0.00047437296228865526,-2.340309526135242e-07,-0.00047437296228865526
3047894.989627983,-2.3838191499884354e-07,-0.00047876228230490236,0.9999997616180851,-0.00047876228230490236,0.9999997616180851,-0.00047876228230490236,-2.3838191499884354e-07,-0.00047876228230490236
3076096.814740705,-2.428137678392264e-07,-0.0004831922162283037,0.9999997571862319,-0.0004831922162283036,0.9999997571862319,-0.0004831922162283036,-2.4281376789473757e-07,-0.00048319221622830367
3104559.588128356,-2.473280151168736e-07,-0.00048766313985553205,0.9999997526719852,-0.00048766313985553215,0.9999997526719852,-0.00048766313985553215,-2.4732801506136243e-07,-0.0004876631398555321
3133285.724315589,-2.519261885859446e-07,-0.0004921754324604834,0.9999997480738114,-0.0004921754324604833,0.9999997480738114,-0.0004921754324604833,-2.519261885859446e-07,-0.0004921754324604834
3162277.6601683795,-2.5660984854992814e-07,-0.0004967294768264563,0.9999997433901514,-0.0004967294768264563,0.9999997433901514,-0.0004967294768264563,-2.566098486054393e-07,-0.0004967294768264563
3191537.8551007584,-2.6138058437074566e-07,-0.0005013256592786256,0.9999997386194156,-0.0005013256592786256,0.9999997386194156,-0.0005013256592786256,-2.6138058437074566e-07,-0.0005013256592786256
3221068.7912834347,-2.6624001487629596e-07,-0.0005059643697168135,0.9999997337599849,-0.0005059643697168134,0.9999997337599849,-0.0005059643697168134,-2.6624001487629596e-07,-0.0005059643697168135
3250872.973854347,-2.711897890551955e-07,-0.0005106460016485642,0.9999997288102109,-0.0005106460016485642,0.9999997288102109,-0.0005106460016485642,-2.711897890551955e-07,-0.0005106460016485642
3280952.93113119,-2.762315864837885e-07,-0.0005153709522225293,0.9999997237684136,-0.0005153709522225294,0.9999997237684136,-0.0005153709522225294,-2.762315865392996e-07,-0.0005153709522225293
3311311.2148259077,-2.8136711804071366e-07,-0.0005201396222621596,0.9999997186328818,-0.0005201396222621596,0.9999997186328818,-0.0005201396222621596,-2.813671180962248e-07,-0.0005201396222621596
3341950.4002611428,-2.865981263541026e-07,-0.0005249524162997081,0.9999997134018734,-0.0005249524162997081,0.9999997134018734,-0.0005249524162997081,-2.865981264096137e-07,-0.0005249524162997081
3372873.0865886924,-2.9192638653670984e-07,-0.0005298097426105453,0.9999997080736136,-0.0005298097426105454,0.9999997080736136,-0.0005298097426105454,-2.9192638653670984e-07,-0.0005298097426105453
3404081.8970100093,-2.973537065430408e-07,-0.0005347120132477952,0.9999997026462935,-0.0005347120132477953,0.9999997026462935,-0.0005347120132477953,-2.9735370659855196e-07,-0.0005347120132477952
3435579.478998743,-3.028819280923607e-07,-0.0005396596440772959,0.9999996971180718,-0.0005396596440772958,0.9999996971180718,-0.0005396596440772958,-3.028819281478718e-07,-0.0005396596440772958
3467368.504525317,-3.085129271030651e-07,-0.0005446530548128751,0.9999996914870729,-0.0005446530548128751,0.9999996914870729,-0.0005446530548128751,-3.085129271030651e-07,-0.0005446530548128751
3499451.6702835765,-3.1424861430475594e-07,-0.0005496926690519544,0.9999996857513856,-0.0005496926690519544,0.9999996857513856,-0.0005496926690519544,-3.1424861436026704e-07,-0.0005496926690519544
3531831.69791957,-3.2009093608374663e-07,-0.0005547789143114872,0.9999996799090641,-0.0005547789143114872,0.9999996799090641,-0.0005547789143114872,-3.2009093608374663e-07,-0.0005547789143114872
3564511.334262439,-3.26041874840558e-07,-0.0005599122220642274,0.9999996739581251,-0.0005599122220642274,0.9999996739581251,-0.0005599122220642274,-3.2604187478504686e-07,-0.0005599122220642274
3597493.3515574234,-3.321034499698394e-07,-0.0005650930277753333,0.99999966789655,-0.0005650930277753333,0.99999966789655,-0.0005650930277753333,-3.321034499698394e-07,-0.0005650930277753333
3630780.5477010175,-3.38277718297203e-07,-0.0005703217709393041,0.9999996617222816,-0.0005703217709393041,0.9999996617222816,-0.0005703217709393041,-3.3827771835271417e-07,-0.0005703217709393041
3664375.746478333,-3.4456677508342557e-07,-0.0005755988951172693,0.9999996554332248,-0.0005755988951172693,0.9999996554332248,-0.0005755988951172693,-3.4456677508342557e-07,-0.0005755988951172693
3698281.7978026588,-3.5097275426397206e-07,-0.000580924847974619,0.9999996490272458,-0.000580924847974619,0.9999996490272458,-0.000580924847974619,-3.509727542084609e-07,-0.000580924847974619
3732501.5779572064,-3.574978297004223e-07,-0.0005863000813189778,0.9999996425021703,-0.0005863000813189778,0.9999996425021703,-0.0005863000813189778,-3.574978297004223e-07,-0.0005863000813189778
3767037.989839093,-3.641442155011562e-07,-0.0005917250511385326,0.9999996358557846,-0.0005917250511385326,0.9999996358557846,-0.0005917250511385326,-3.641442155011562e-07,-0.0005917250511385326
